tipo relacao,valor da correlacao,MeSH Disease Terms Concatanados,MeSH Disease Term Concatenados
n para m,"0,1295685850987900",Adenocarcinoma; folicular,Deformidades de pé; congênitas
n para m,"0,15642159886099500",Adenocarcinoma; folicular,Doenças oculares; hereditário
n para m,"0,11643785561399400",Adenocarcinoma; folicular,Hiperlipidemia; Familial Combinada
n para m,"0,17664812614586200",Adenocarcinoma; folicular,Nefrite; hereditária
n para m,"0,2760443872669980",Adenocarcinoma; folicular,Neoplasia; residual
n para m,"0,17893686958165300",Adenocarcinoma; folicular,Neoplasias; induzidas por radiação
n para m,"0,11414598768352400",Adenocarcinoma; folicular,Tumores neuroectodérmicos; primitivos
n para m,"0,41021719627371100",Adenoma; célula hepática,Angioedemas; hereditários
n para m,"0,6053870056937630",Albinismo; oculocutâneo,Albinismo; ocular
n para m,"0,16661773339069400",Amiloidose; familiar,Artrite; reumatóide juvenil
n para m,"0,3531811679039010",Amiloidose; familiar,Candidíase; vulvovaginal
n para m,"0,5138772341599830",Amiloidose; familiar,Carcinoma; adenóide cístico
n para m,"0,11106279319140900",Amiloidose; familiar,Carcinoma; célula de transição
n para m,"0,23174194729387100",Amiloidose; familiar,Carcinoma; célula escamosa
n para m,"0,22527358050537800",Amiloidose; familiar,Carcinoma; célula renal
n para m,"0,14802358759114800",Amiloidose; familiar,Carcinoma; hepatocelular
n para m,"0,16340761202343200",Amiloidose; familiar,Carcinoma; pequena célula
n para m,"0,19025432629747300",Amiloidose; familiar,Carcinoma; pulmão de células não pequenas
n para m,"0,33187281103909100",Amiloidose; familiar,Colestase; intra-hepática
n para m,"0,20479004648415800",Amiloidose; familiar,Colite; ulcerosa
n para m,"0,36250624894344900",Amiloidose; familiar,Dermatite; atópica
n para m,"0,15856593884362900",Amiloidose; familiar,Dermatite; Seborrheic
n para m,"0,13000149212673700",Amiloidose; familiar,Feridas; penetrando
n para m,"0,1403291565806470",Amiloidose; familiar,Fraturas; osso
n para m,"0,22824219796104400",Amiloidose; familiar,Hepatite C; crônica
n para m,"0,2105189092622460",Amiloidose; familiar,Insuficiência renal; crônica
n para m,"0,13056299647167800",Amiloidose; familiar,Keratoderm; Palmopolntar
n para m,"0,22746089497845700",Amiloidose; familiar,Leucemia; linfóide
n para m,"0,3839455558990800",Amiloidose; familiar,Leucemia; mielóide
n para m,"0,332930497796329",Amiloidose; familiar,Linfoma; não-Hodgkin
n para m,"0,2203631671746700",Amiloidose; familiar,Lúpus erytematoso; sistêmico
n para m,"0,12305277668507700",Amiloidose; familiar,Meningite; meningocócica
n para m,"0,24120367982366700",Amiloidose; familiar,Porphyria; variada
n para m,"0,19420213424477400",Amiloidose; familiar,Recorrência da neoplasia; local
n para m,"0,28205001343916200",Amiloidose; familiar,Scleroderma; sistêmico
n para m,"0,75465535798667",Anão; hipófise,Cirrose do fígado; experimental
n para m,"0,3101431925396470",Anão; hipófise,Deformidades das mãos; congênitas
n para m,"0,2549055873735390",Anão; hipófise,Deformidades de membros; congênitas
n para m,"0,21547389984503300",Anão; hipófise,Doenças oculares; hereditário
n para m,"0,34729352838513700",Anão; hipófise,Hérnia; umbilical
n para m,"0,30511127126567300",Anão; hipófise,Unhas; malformadas
n para m,"0,13107821995113700",Anemia; aplástica,Aborto; espontâneo
n para m,"0,1237055014729160",Anemia; aplástica,Acidose; lática
n para m,"0,12208588416700000",Anemia; aplástica,Anão; hipófise
n para m,"0,2587393946153420",Anemia; aplástica,Anemia; deficiência de ferro
n para m,"0,4468732692338290",Anemia; aplástica,Anemia; hemolítica
n para m,"0,20574779836938600",Anemia; aplástica,Anemia; macrocítica
n para m,"0,1198281546396010",Anemia; aplástica,Anormalidades; induzidas por drogas
n para m,"0,11835676020615900",Anemia; aplástica,Apreensões; febril
n para m,"0,15051686595730800",Anemia; aplástica,Artrite; psoriática
n para m,"0,2813272154464410",Anemia; aplástica,Artrite; reumatóide juvenil
n para m,"0,13439880166512600",Anemia; aplástica,Candidíase; oral
n para m,"0,20584801860741000",Anemia; aplástica,Carcinoma; célula basal
n para m,"0,17585058163327700",Anemia; aplástica,Carcinoma; célula de transição
n para m,"0,1886586831608360",Anemia; aplástica,Carcinoma; pequena célula
n para m,"0,1155239963298180",Anemia; aplástica,Cardiomiopatia; restritiva
n para m,"0,30224110811748400",Anemia; aplástica,Colangite; esclerosante
n para m,"0,15292058101957100",Anemia; aplástica,Deformidades das mãos; congênitas
n para m,"0,12499922858401100",Anemia; aplástica,Deformidades de membros; congênitas
n para m,"0,13876089807355000",Anemia; aplástica,Deformidades de pé; congênitas
n para m,"0,10048370026602100",Anemia; aplástica,Distrofias da córnea; hereditárias
n para m,"0,4393670171792610",Anemia; aplástica,Doença granulomatosa; crônica
n para m,"0,20686960628821700",Anemia; aplástica,Doenças genéticas; ligadas ao X
n para m,"0,19850666602129100",Anemia; aplástica,Doenças pulmonares; intersticiais
n para m,"0,1256319455403160",Anemia; aplástica,Enterocolite; necrosante
n para m,"0,43738265112699900",Anemia; aplástica,Esforocitose; hereditária
n para m,"0,15339283616774300",Anemia; aplástica,Espasmos; infantil
n para m,"0,1573823346874990",Anemia; aplástica,Exostoses; múltiplos hereditários
n para m,"0,1158455977254960",Anemia; aplástica,Fraturas; osso
n para m,"0,12097814093330000",Anemia; aplástica,Hérnia; diafragmática
n para m,"0,11231315213054100",Anemia; aplástica,Hipertensão; pulmonar
n para m,"0,10438654868691900",Anemia; aplástica,Infecções por mycobacterium; atípico
n para m,"0,2531323001603010",Anemia; aplástica,Insuficiência hepática; aguda
n para m,"0,14374355105792900",Anemia; aplástica,Leucemia-linfoma; células T adultas
n para m,"0,2231015630181750",Anemia; aplástica,Leucemia; células T.
n para m,"0,16410615196821000",Anemia; aplástica,Leucoencefalite; hemorrágica aguda
n para m,"0,4452406419823900",Anemia; aplástica,Linfoma; células T.
n para m,"0,3430310605676380",Anemia; aplástica,Linfoma; células B.
n para m,"0,3519318332391810",Anemia; aplástica,Linfoma; folicular
n para m,"0,39880074344597900",Anemia; aplástica,Lúpus erytematoso; sistêmico
n para m,"0,18871659770237300",Anemia; aplástica,Metabolismo de aminoácidos; erros inatos
n para m,"0,15513171571214100",Anemia; aplástica,Metabolismo de metal; erros inatos
n para m,"0,17603170139560500",Anemia; aplástica,Metabolismo lipídico; erros inatos
n para m,"0,24202011771770000",Anemia; aplástica,Necrólise epidérmica; tóxica
n para m,"0,1494329411063720",Anemia; aplástica,Neoplasias de mama; homem
n para m,"0,15786007656750300",Anemia; aplástica,Neoplasias; células germinativas e embrionário
n para m,"0,12530268118412200",Anemia; aplástica,Neoplasias; induzidas por radiação
n para m,"0,2897092497039030",Anemia; aplástica,Neoplasias; segundo primário
n para m,"0,28795578707507700",Anemia; aplástica,Poliondocinopatias; autoimunes
n para m,"0,21073282647410200",Anemia; aplástica,Puberdade; precoce
n para m,"0,10237538341461",Anemia; aplástica,Sarcoma; Ewing's
n para m,"0,21266705983704500",Anemia; aplástica,Scleroderma; localizado
n para m,"0,4948555110263760",Anemia; aplástica,Trombocitemia; essencial
n para m,"0,10394645238359500",Anemia; aplástica,Tumores neuroectodérmicos; primitivos
n para m,"0,3917178216797220",Anemia; célula falciforme,Acidose; lática
n para m,"0,1019606816951910",Anemia; célula falciforme,Adenocarcinoma; folicular
n para m,"0,1367564654545230",Anemia; célula falciforme,Adenoma; célula hepática
n para m,"0,1429523975612480",Anemia; célula falciforme,Anão; hipófise
n para m,"0,2605116075359440",Anemia; célula falciforme,Anemia; deficiência de ferro
n para m,"0,21093484666892900",Anemia; célula falciforme,Anemia; macrocítica
n para m,"0,21562998786077800",Anemia; célula falciforme,Anemia; Sideroblástica
n para m,"0,1325373171906090",Anemia; célula falciforme,Angioedemas; hereditários
n para m,"0,14295417602258700",Anemia; célula falciforme,Anormalidades; induzidas por drogas
n para m,"0,12014762658052400",Anemia; célula falciforme,Artropatia; neurogênico
n para m,"0,10621912671983400",Anemia; célula falciforme,Carcinoma; adenóide cístico
n para m,"0,18316939048617200",Anemia; célula falciforme,Cirrose do fígado; experimental
n para m,"0,12446823943487900",Anemia; célula falciforme,Deformidades de membros; congênitas
n para m,"0,15183141674556800",Anemia; célula falciforme,Deformidades de pé; congênitas
n para m,"0,12592343090315700",Anemia; célula falciforme,Disfunção ventricular; esquerda
n para m,"0,15224460226818100",Anemia; célula falciforme,Disfunções sexuais; psicológico
n para m,"0,2554074484196100",Anemia; célula falciforme,Doença granulomatosa; crônica
n para m,"0,16107291848164800",Anemia; célula falciforme,Esforocitose; hereditária
n para m,"0,17881686255438900",Anemia; célula falciforme,Estenose aórtica; supravalvular
n para m,"0,12003884920950200",Anemia; célula falciforme,Exostoses; múltiplos hereditários
n para m,"0,4841093506515800",Anemia; célula falciforme,Fraturas; osso
n para m,"0,19534256274126100",Anemia; célula falciforme,Hemoglobinúria; paroxística
n para m,"0,28316676044691600",Anemia; célula falciforme,Hérnia; diafragmática
n para m,"0,15273131334935100",Anemia; célula falciforme,Hérnia; umbilical
n para m,"0,24991199740780900",Anemia; célula falciforme,Hipertensão; induzida pela gravidez
n para m,"0,13604834426696700",Anemia; célula falciforme,Metabolismo lipídico; erros inatos
n para m,"0,25452400036544500",Anemia; célula falciforme,Necrólise epidérmica; tóxica
n para m,"0,18237809310583400",Anemia; célula falciforme,Nefrite; hereditária
n para m,"0,19183086598479100",Anemia; célula falciforme,Neoplasias; induzidas por radiação
n para m,"0,1305117233256610",Anemia; célula falciforme,Neuropatia óptica; isquêmica
n para m,"0,18134898189363600",Anemia; célula falciforme,Ossificação; heterotópica
n para m,"0,4467127911947580",Anemia; célula falciforme,Osteoartrite; joelho
n para m,"0,23460412705343600",Anemia; célula falciforme,Paniculite; não substituta nodular
n para m,"0,23527559161796900",Anemia; célula falciforme,Scleroderma; localizado
n para m,"0,1896712981223660",Anemia; célula falciforme,Tumores neuroectodérmicos; primitivos
n para m,"0,16008638308969300",Anemia; célula falciforme,Unhas; malformadas
n para m,"0,2923288970417050",Anemia; deficiência de ferro,Acidose; lática
n para m,"0,4887353200242420",Anemia; deficiência de ferro,Adenoma; célula hepática
n para m,"0,20000339366997000",Anemia; deficiência de ferro,Anemia; macrocítica
n para m,"0,30059982836688300",Anemia; deficiência de ferro,Anemia; perniciosa
n para m,"0,5578752032732130",Anemia; deficiência de ferro,Anormalidades; induzidas por drogas
n para m,"0,347189674025855",Anemia; deficiência de ferro,Carcinoma; medular
n para m,"0,43117338487240700",Anemia; deficiência de ferro,Cirrose do fígado; experimental
n para m,"0,23045492439924400",Anemia; deficiência de ferro,Cirrose hepática; biliar
n para m,"0,17446496711541500",Anemia; deficiência de ferro,Deformidades de membros; congênitas
n para m,"0,11767664100913700",Anemia; deficiência de ferro,Deformidades de pé; congênitas
n para m,"0,12012207882470700",Anemia; deficiência de ferro,Demência; vascular
n para m,"0,11993722940190200",Anemia; deficiência de ferro,Dermatite; atópica
n para m,"0,10274556095257000",Anemia; deficiência de ferro,Dermatite; contato
n para m,"0,12801895914893100",Anemia; deficiência de ferro,Disfunção ventricular; esquerda
n para m,"0,10277480340591200",Anemia; deficiência de ferro,Distrofia muscular; faciososcapulo-humana
n para m,"0,25083087686543600",Anemia; deficiência de ferro,Doença granulomatosa; crônica
n para m,"0,11399060398257300",Anemia; deficiência de ferro,Epilepsia; neonatal benigno
n para m,"0,21891150013507900",Anemia; deficiência de ferro,Fraturas; osso
n para m,"0,3772170426680910",Anemia; deficiência de ferro,Hérnia; diafragmática
n para m,"0,5280926473343450",Anemia; deficiência de ferro,Hérnia; umbilical
n para m,"0,1567046469289840",Anemia; deficiência de ferro,Hiperlipidemia; Familial Combinada
n para m,"0,11917158086174100",Anemia; deficiência de ferro,Hipersensibilidade; imediata
n para m,"0,1323948927058800",Anemia; deficiência de ferro,Lúpus eritematoso; cutâneo
n para m,"0,13163095157135500",Anemia; deficiência de ferro,Metabolismo de aminoácidos; erros inatos
n para m,"0,13364147716777100",Anemia; deficiência de ferro,Metabolismo de metal; erros inatos
n para m,"0,13146009254180700",Anemia; deficiência de ferro,Metabolismo lipídico; erros inatos
n para m,"0,15123779597882700",Anemia; deficiência de ferro,Necrólise epidérmica; tóxica
n para m,"0,3073023691325800",Anemia; deficiência de ferro,Neoplasias; induzidas por radiação
n para m,"0,15078025376262",Anemia; deficiência de ferro,Paniculite; não substituta nodular
n para m,"0,2101894819031440",Anemia; deficiência de ferro,Porphyria; variada
n para m,"0,14258741572089000",Anemia; deficiência de ferro,Scleroderma; localizado
n para m,"0,15371385026965000",Anemia; deficiência de ferro,Trombocitemia; essencial
n para m,"0,22862947564051900",Anemia; deficiência de ferro,Tumores neuroectodérmicos; primitivos
n para m,"0,1137594119152430",Anemia; deficiência de ferro,Unhas; malformadas
n para m,"0,20907010723500100",Anemia; diamante-Blackfan,Displasia ectodérmica 3; Anidrótica
n para m,"0,18826564963676900",Anemia; hemolítica,Anemia; célula falciforme
n para m,"0,3637303585253530",Anemia; hemolítica,Anemia; Sideroblástica
n para m,"0,12821556550813300",Anemia; hemolítica,Artrite; reumatóide juvenil
n para m,"0,13260217940372900",Anemia; hemolítica,Carcinoma; ductal pancreático
n para m,"0,11529073199469500",Anemia; hemolítica,Cardiomiopatia; restritiva
n para m,"0,12788725777163000",Anemia; hemolítica,Colestase; intra-hepática
n para m,"0,11849823079619500",Anemia; hemolítica,Doença granulomatosa; crônica
n para m,"0,13690186175695900",Anemia; hemolítica,Doenças hepáticas; alcoólatras
n para m,"0,5363802259780670",Anemia; hemolítica,Esforocitose; hereditária
n para m,"0,40262986974020700",Anemia; hemolítica,Hepatite B; crônica
n para m,"0,4510799374828420",Anemia; hemolítica,Icterícia; idiopática crônica
n para m,"0,18731347905024500",Anemia; hemolítica,Linfoma; folicular
n para m,"0,4346572845101390",Anemia; hemolítica,Lúpus erytematoso; sistêmico
n para m,"0,1336693866873650",Anemia; hemolítica,Necrólise epidérmica; tóxica
n para m,"0,11102181876519000",Anemia; hemolítica,Poliondocinopatias; autoimunes
n para m,"0,15496557545723100",Anemia; hemolítica,Tireoidite; autoimune
n para m,"0,1664845000608",Anemia; hemolítica,Trombocitemia; essencial
n para m,"0,7228612245391610",Anemia; hipocrômica,Anemia; deficiência de ferro
n para m,"0,12309208865630600",Anemia; macrocítica,Acidose; lática
n para m,"0,1657828606002230",Anemia; macrocítica,Anormalidades; induzidas por drogas
n para m,"0,341469903862602",Anemia; macrocítica,Deformidades das mãos; congênitas
n para m,"0,21026093766249800",Anemia; macrocítica,Deformidades de membros; congênitas
n para m,"0,3187094976187070",Anemia; macrocítica,Deformidades de pé; congênitas
n para m,"0,1314886453650380",Anemia; macrocítica,Distrofia muscular; faciososcapulo-humana
n para m,"0,20427636337678800",Anemia; macrocítica,Doença granulomatosa; crônica
n para m,"0,3802022072001780",Anemia; macrocítica,Doenças genéticas; ligadas ao X
n para m,"0,18293511726798700",Anemia; macrocítica,Doenças oculares; hereditário
n para m,"0,2871341204059270",Anemia; macrocítica,Epilepsias mioclônicas; progressivas
n para m,"0,32061488847718600",Anemia; macrocítica,Exostoses; múltiplos hereditários
n para m,"0,3754594515659930",Anemia; macrocítica,Fibromatose; gengival
n para m,"0,10512944106555800",Anemia; macrocítica,Fraturas; osso
n para m,"0,10734443794426300",Anemia; macrocítica,Hérnia; diafragmática
n para m,"0,16316219879250900",Anemia; macrocítica,Hérnia; umbilical
n para m,"0,7050847346502990",Anemia; macrocítica,Hipertensão; induzida pela gravidez
n para m,"0,21741942659234900",Anemia; macrocítica,Keratoderm; Palmopolntar
n para m,"0,3813824055283570",Anemia; macrocítica,Metabolismo de aminoácidos; erros inatos
n para m,"0,25135205723496100",Anemia; macrocítica,Metabolismo de metal; erros inatos
n para m,"0,4310478545164800",Anemia; macrocítica,Metabolismo lipídico; erros inatos
n para m,"0,18611389253552100",Anemia; macrocítica,Necrólise epidérmica; tóxica
n para m,"0,1592551585777160",Anemia; macrocítica,Neoplasias; induzidas por radiação
n para m,"0,18106411152002500",Anemia; macrocítica,Retardo mental; ligado ao X
n para m,"0,21632616065602100",Anemia; macrocítica,Scleroderma; localizado
n para m,"0,22383976811799800",Anemia; macrocítica,Síndrome de Hamartoma; múltiplo
n para m,"0,10574564860919000",Anemia; macrocítica,Trombocitemia; essencial
n para m,"0,5404485822296920",Anemia; megaloblástica,Acidose; tubular renal
n para m,"0,20899186046969600",Anemia; megaloblástica,Anemia; célula falciforme
n para m,"0,12126902064671600",Anemia; megaloblástica,Anemia; deficiência de ferro
n para m,"0,271675306537415",Anemia; megaloblástica,Anemia; perniciosa
n para m,"0,185696124695574",Anemia; megaloblástica,Carcinoma; célula basal
n para m,"0,10094335698444800",Anemia; megaloblástica,Carcinoma; pequena célula
n para m,"0,3553454968126880",Anemia; megaloblástica,Deformidades das mãos; congênitas
n para m,"0,40909812351339600",Anemia; megaloblástica,Deformidades de pé; congênitas
n para m,"0,12171253020413700",Anemia; megaloblástica,Diabetes mellitus; tipo 1
n para m,"0,11151181621271000",Anemia; megaloblástica,Distrofia muscular; faciososcapulo-humana
n para m,"0,22435552849461200",Anemia; megaloblástica,Distrofias da córnea; hereditárias
n para m,"0,44129459349060200",Anemia; megaloblástica,Doenças genéticas; ligadas ao X
n para m,"0,304441280121056",Anemia; megaloblástica,Doenças oculares; hereditário
n para m,"0,5291151405092160",Anemia; megaloblástica,Eritroderma ictiosiforme; congênita
n para m,"0,7339550449096350",Anemia; megaloblástica,Glomerulonefrite; membranoproliferativo
n para m,"0,7405178642761810",Anemia; megaloblástica,Glomerulosclerose; segmentar focal
n para m,"0,16702404144579300",Anemia; megaloblástica,Hepatite B; crônica
n para m,"0,5627885236902660",Anemia; megaloblástica,Hipertensão; induzida pela gravidez
n para m,"0,5415794689936970",Anemia; megaloblástica,Keratoderm; Palmopolntar
n para m,"0,5861641880135000",Anemia; megaloblástica,Lúpus erytematoso; sistêmico
n para m,"0,16689012715003800",Anemia; megaloblástica,Necrólise epidérmica; tóxica
n para m,"0,14600582763540500",Anemia; megaloblástica,Neoplasias; segundo primário
n para m,"0,10396570509496200",Anemia; megaloblástica,Trombose sinusal; intracraniana
n para m,"0,16267519728693400",Anemia; perniciosa,Doenças oculares; hereditário
n para m,"0,15648857208101100",Anemia; perniciosa,Hérnia; diafragmática
n para m,"0,15487384197844900",Anemia; perniciosa,Metabolismo de metal; erros inatos
n para m,"0,17597151400890600",Anemia; Sideroblástica,Acidose; lática
n para m,"0,11245228026509300",Anemia; Sideroblástica,ATROFIAS ópticas; hereditárias
n para m,"0,15652101806478500",Anemia; Sideroblástica,Deformidades das mãos; congênitas
n para m,"0,23227249777899500",Anemia; Sideroblástica,Deformidades de membros; congênitas
n para m,"0,12004740072175800",Anemia; Sideroblástica,Doença granulomatosa; crônica
n para m,"0,1602430001982500",Anemia; Sideroblástica,Doenças genéticas; ligadas ao X
n para m,"0,4171822615940900",Anemia; Sideroblástica,Epilepsias mioclônicas; progressivas
n para m,"0,1729853458926930",Anemia; Sideroblástica,Exostoses; múltiplos hereditários
n para m,"0,22948912691833700",Anemia; Sideroblástica,Metabolismo de aminoácidos; erros inatos
n para m,"0,18717082373300700",Anemia; Sideroblástica,Metabolismo de carboidratos; erros inatos
n para m,"0,270113312682969",Anemia; Sideroblástica,Metabolismo lipídico; erros inatos
n para m,"0,16069427234962100",Anemia; Sideroblástica,Necrólise epidérmica; tóxica
n para m,"0,1057087435677960",Anemia; Sideroblástica,Neoplasias; induzidas por radiação
n para m,"0,1276482157531350",Aneurisma aórtico; abdominal,Acidose; lática
n para m,"0,1394807036959720",Aneurisma aórtico; abdominal,Adenocarcinoma; folicular
n para m,"0,3232167913851530",Aneurisma aórtico; abdominal,Adenoma; célula hepática
n para m,"0,13944407069555900",Aneurisma aórtico; abdominal,Adenoma; oxifílico
n para m,"0,19192999066969600",Aneurisma aórtico; abdominal,Anemia; célula falciforme
n para m,"0,22879092439304000",Aneurisma aórtico; abdominal,Anemia; deficiência de ferro
n para m,"0,31487229770381800",Aneurisma aórtico; abdominal,Aneurisma aórtico; torácico
n para m,"0,1709455196115970",Aneurisma aórtico; abdominal,Atrofia muscular; espinhal
n para m,"0,21663642578432800",Aneurisma aórtico; abdominal,Carcinoma; medular
