TFIDF score,PubMed occurrence,MeSH (Medical Subject Headings) Symptom Term Concatenado,MeSH (Medical Subject Headings) Disease Term
"0,19929833713269800",1,Coréia,Atrofia óptica; hereditária; Leber
"0,5133219792664010",2,Defeitos de visão de cores,Atrofia óptica; hereditária; Leber
"0,10752763234661300",7,Distonia,Atrofia óptica; hereditária; Leber
"0,34332190427163900",1,Distúrbios da sensação,Atrofia óptica; hereditária; Leber
"0,15923746364829800",24,Distúrbios da visão,Atrofia óptica; hereditária; Leber
"0,17461232933954600",1,Distúrbios do aluno,Atrofia óptica; hereditária; Leber
"0,2486567188658470",1,Distúrbios do desenvolvimento de idiomas,Atrofia óptica; hereditária; Leber
"0,6267911870444500",1,Distúrbios surdos e extras,Atrofia óptica; hereditária; Leber
"0,1005221681539610",1,Dyspnea,Atrofia óptica; hereditária; Leber
"0,51818406167819400",3,Espasticidade muscular,Atrofia óptica; hereditária; Leber
"0,3550141738860660",2,Mioclonia,Atrofia óptica; hereditária; Leber
"0,22358860726216600",1,Paraparesia,Atrofia óptica; hereditária; Leber
"0,8035505446228290",1,Perda de audição,Atrofia óptica; hereditária; Leber
"0,18108933681454200",2,Retardo mental,Atrofia óptica; hereditária; Leber
"0,2143086005700580",9,Scotoma,Atrofia óptica; hereditária; Leber
"0,4763834473668220",1,Síndromes de Usher,Atrofia óptica; hereditária; Leber
"0,1974033622547320",1,Toque,Atrofia óptica; hereditária; Leber
"0,22425601797093500",1,Agitação psicomotora,Bebê; prematuro; doenças
"0,33501411383602200",1,Agraphia,Bebê; prematuro; doenças
"0,2065086665228330",1,Albuminúria,Bebê; prematuro; doenças
"0,25635282297946000",1,Ambliopia,Bebê; prematuro; doenças
"0,21714861420185700",1,Amnésia,Bebê; prematuro; doenças
"0,11623067431806600",116,Anóxia,Bebê; prematuro; doenças
"0,7149670390782010",381,Apnéia,Bebê; prematuro; doenças
"0,25821623093394900",1,Atetose,Bebê; prematuro; doenças
"0,29216435391876500",2,Atrofia muscular,Bebê; prematuro; doenças
"0,12079521905109400",11,Cegueira,Bebê; prematuro; doenças
"0,20920915050286300",12,Cianose,Bebê; prematuro; doenças
"0,2624169625686480",2,Coma,Bebê; prematuro; doenças
"0,47817464805796700",3,Constipação,Bebê; prematuro; doenças
"0,33806677020856500",40,Convulsões,Bebê; prematuro; doenças
"0,9231881310823100",10,Diarréia,Bebê; prematuro; doenças
"0,7479520787085230",1,Diskinesias,Bebê; prematuro; doenças
"0,8032417467431450",3,Dislexia,Bebê; prematuro; doenças
"0,4164104398773250",2,Dispepsia,Bebê; prematuro; doenças
"0,15435348074088400",21,Distúrbios auditivos,Bebê; prematuro; doenças
"0,75497958309872100",4,Distúrbios da articulação,Bebê; prematuro; doenças
"0,34587496830720100",3,Distúrbios da fala,Bebê; prematuro; doenças
"0,4310946650064670",4,Distúrbios da linguagem,Bebê; prematuro; doenças
"0,29359952153277900",2,Distúrbios da memória,Bebê; prematuro; doenças
"0,10299657128149100",3,Distúrbios da sensação,Bebê; prematuro; doenças
"0,13269788637358100",20,Distúrbios da visão,Bebê; prematuro; doenças
"0,6420655795977610",37,Distúrbios de aprendizagem,Bebê; prematuro; doenças
"0,166524481467453",1,Distúrbios de voz,Bebê; prematuro; doenças
"0,9200298598036340",37,Distúrbios do desenvolvimento de idiomas,Bebê; prematuro; doenças
"0,29859978197386300",2,Distúrbios do sono,Bebê; prematuro; doenças
"0,27721147324283400",2,Distúrbios perceptivos,Bebê; prematuro; doenças
"0,31433467250475400",1,Distúrbios perceptivos auditivos,Bebê; prematuro; doenças
"0,7590353652331520",57,Distúrbios psicomotores,Bebê; prematuro; doenças
"0,8893441133029980",27,Dor,Bebê; prematuro; doenças
"0,5026108407698080",5,Dyspnea,Bebê; prematuro; doenças
"0,22047489481806600",37,Edema,Bebê; prematuro; doenças
"0,10363681233563800",6,Espasticidade muscular,Bebê; prematuro; doenças
"0,22760263110428500",2,Fadiga,Bebê; prematuro; doenças
"0,3074353853560590",1,Fasciculação,Bebê; prematuro; doenças
"0,2475750529133180",4,Febre,Bebê; prematuro; doenças
"0,19859821634057200",2,Fraqueza muscular,Bebê; prematuro; doenças
"0,4683791765994690",1,Fulminans roxos,Bebê; prematuro; doenças
"0,40140622998253400",27,Ganho de peso,Bebê; prematuro; doenças
"0,9062426540244110",7,Hemiplegia,Bebê; prematuro; doenças
"0,33941487270738300",2,Hemoptise,Bebê; prematuro; doenças
"0,58525006313065100",25,Hidropisia fetal,Bebê; prematuro; doenças
"0,17649473133207200",7,Hipentilação,Bebê; prematuro; doenças
"0,3588672497265070",17,Hipercapnia,Bebê; prematuro; doenças
"0,2875082738452860",1,Hiperemesesis grávida,Bebê; prematuro; doenças
"0,16791251637069300",1,Hipergamglobulinemia,Bebê; prematuro; doenças
"0,2949190710606580",10,Hiperóxia,Bebê; prematuro; doenças
"0,444126038298737",3,Hipertonia muscular,Bebê; prematuro; doenças
"0,6315390440007520",3,Hiperventilação,Bebê; prematuro; doenças
"0,23594337687926300",7,Hipocapnia,Bebê; prematuro; doenças
"0,28792932709892000",1,Hipocinesia,Bebê; prematuro; doenças
"0,4085416052334020",21,Hipotermia,Bebê; prematuro; doenças
"0,19878133616469300",12,Hipotonia muscular,Bebê; prematuro; doenças
"0,6288718203193410",23,Hipóxia fetal,Bebê; prematuro; doenças
"0,5818847083809",4,Icterícia,Bebê; prematuro; doenças
"0,1334687247211230",4,Macrossomia fetal,Bebê; prematuro; doenças
"0,1224714436203110",2,Manifestações de pele,Bebê; prematuro; doenças
"0,4196484790520060",6,Manifestações neurológicas,Bebê; prematuro; doenças
"0,1507876973895490",1,Manifestações oculares,Bebê; prematuro; doenças
"0,3550141738860660",2,Mioclonia,Bebê; prematuro; doenças
"0,30540485873998400",1,Miotonia,Bebê; prematuro; doenças
"0,11387530741641300",1,Náusea,Bebê; prematuro; doenças
"0,16651073032713300",2,Obesidade,Bebê; prematuro; doenças
"0,2352610921703930",9,Oligúria,Bebê; prematuro; doenças
"0,3535169056751920",1,Palidez,Bebê; prematuro; doenças
"0,4360242397345630",9,Paralisia,Bebê; prematuro; doenças
"0,39755590869039200",2,Paralisia do cordão vocal,Bebê; prematuro; doenças
"0,27141938232609100",2,Paralisia facial,Bebê; prematuro; doenças
"0,9957681030563510",4,Paralisia respiratória,Bebê; prematuro; doenças
"0,12774792836657600",1,Paraplegia,Bebê; prematuro; doenças
"0,12877357838329500",1,Paresia,Bebê; prematuro; doenças
"0,13660359258588000",17,Perda de audição,Bebê; prematuro; doenças
"0,30001611341435200",3,Perda de peso,Bebê; prematuro; doenças
"0,6866799001862930",488,Peso ao nascer,Bebê; prematuro; doenças
"0,27096039924436400",79,Peso corporal,Bebê; prematuro; doenças
"0,4721802813679800",2,Polyuria,Bebê; prematuro; doenças
"0,49959110941342000",4,Proteinúria,Bebê; prematuro; doenças
"0,14659421084818000",1,Prurido,Bebê; prematuro; doenças
"0,10632186059291300",1,púrpura,Bebê; prematuro; doenças
"0,68456983474682000",5,Quisriplegia,Bebê; prematuro; doenças
"0,21826939264872000",6,Respiração Cheyne-Stokes,Bebê; prematuro; doenças
"0,43461440835490200",48,Retardo mental,Bebê; prematuro; doenças
"0,12009664017588800",5,Rigidez muscular,Bebê; prematuro; doenças
"0,2677472489143810",1,Rinorréia do líquido cefalorraquidiano,Bebê; prematuro; doenças
"0,4141522621195290",16,Sofrimento fetal,Bebê; prematuro; doenças
"0,2786757858061150",17,Sons respiratórios,Bebê; prematuro; doenças
"0,16543919920060000",7,Sopros cardíacos,Bebê; prematuro; doenças
"0,3071317907655650",25,Surdez,Bebê; prematuro; doenças
"0,23812066730006400",1,Tetany,Bebê; prematuro; doenças
"0,1183256235986690",9,Tosse,Bebê; prematuro; doenças
"0,1739352786828250",1,Tremor,Bebê; prematuro; doenças
"0,2597960426216080",1,Trismus,Bebê; prematuro; doenças
"0,134962026468062",16,Vomitando,Bebê; prematuro; doenças
"0,4070687293108280",1,Aerofagia,Bebê; recém-nascido; doenças
"0,18106618145330300",1,Afasia,Bebê; recém-nascido; doenças
"0,4485120359418700",2,Agitação psicomotora,Bebê; recém-nascido; doenças
"0,25362124191476300",1,Agnosia,Bebê; recém-nascido; doenças
"0,2065086665228330",1,Albuminúria,Bebê; recém-nascido; doenças
"0,7690584689383800",3,Ambliopia,Bebê; recém-nascido; doenças
"0,36505212279083700",2,Anorexia,Bebê; recém-nascido; doenças
"0,22244146291905800",222,Anóxia,Bebê; recém-nascido; doenças
"0,26834720889286800",143,Apnéia,Bebê; recém-nascido; doenças
"0,24393194255538800",2,Ataxia,Bebê; recém-nascido; doenças
"0,25821623093394900",1,Atetose,Bebê; recém-nascido; doenças
"0,27755613622282700",19,Atrofia muscular,Bebê; recém-nascido; doenças
"0,8970240718837410",4,Cãibra muscular,Bebê; recém-nascido; doenças
"0,39894480316095400",2,Caquexia,Bebê; recém-nascido; doenças
"0,8785106840079590",8,Cegueira,Bebê; recém-nascido; doenças
"0,18828823545257700",108,Cianose,Bebê; recém-nascido; doenças
"0,2348222048010100",11,Cólica,Bebê; recém-nascido; doenças
"0,14432932941275600",11,Coma,Bebê; recém-nascido; doenças
"0,1434523944173900",9,Constipação,Bebê; recém-nascido; doenças
"0,25016940995433800",296,Convulsões,Bebê; recém-nascido; doenças
"0,1938695075272850",21,Diarréia,Bebê; recém-nascido; doenças
"0,18738469794479600",9,Dispepsia,Bebê; recém-nascido; doenças
"0,4608327100569130",3,Distonia,Bebê; recém-nascido; doenças
"0,3822086189774280",52,Distúrbios auditivos,Bebê; recém-nascido; doenças
"0,2631387828673110",3,Distúrbios da consciência,Bebê; recém-nascido; doenças
"0,6917499366144020",6,Distúrbios da fala,Bebê; recém-nascido; doenças
"0,32332099875485000",3,Distúrbios da linguagem,Bebê; recém-nascido; doenças
"0,14679976076638900",1,Distúrbios da memória,Bebê; recém-nascido; doenças
"0,9288852046150720",14,Distúrbios da visão,Bebê; recém-nascido; doenças
"0,8676561886456230",5,Distúrbios de aprendizagem,Bebê; recém-nascido; doenças
"0,12432835943292300",5,Distúrbios do desenvolvimento de idiomas,Bebê; recém-nascido; doenças
"0,20901984738170400",14,Distúrbios do sono,Bebê; recém-nascido; doenças
"0,27721147324283400",2,Distúrbios perceptivos,Bebê; recém-nascido; doenças
"0,31433467250475400",1,Distúrbios perceptivos auditivos,Bebê; recém-nascido; doenças
"0,4447516902460430",3,Distúrbios psicofisiológicos,Bebê; recém-nascido; doenças
"0,3062774280765350",23,Distúrbios psicomotores,Bebê; recém-nascido; doenças
"0,6917120881245540",21,Dor,Bebê; recém-nascido; doenças
"0,8845642547118900",1,Dor de cabeça,Bebê; recém-nascido; doenças
"0,28179243246129100",1,Dor de ouvido,Bebê; recém-nascido; doenças
"0,11469285191793800",1,Dor nas costas,Bebê; recém-nascido; doenças
"0,1708876858617340",17,Dyspnea,Bebê; recém-nascido; doenças
"0,9199924932312240",4,ECCIMOSE,Bebê; recém-nascido; doenças
"0,3754031992848150",63,Edema,Bebê; recém-nascido; doenças
"0,36652814425036100",2,Emagrecimento,Bebê; recém-nascido; doenças
"0,33234728912780600",1,Engasgando,Bebê; recém-nascido; doenças
"0,19141884601876000",14,Espasmo,Bebê; recém-nascido; doenças
"0,6909120822375930",4,Espasticidade muscular,Bebê; recém-nascido; doenças
"0,3356920825345600",1,Espirrando,Bebê; recém-nascido; doenças
"0,2944676030252050",1,Estado Decerebrado,Bebê; recém-nascido; doenças
"0,4552052622085710",4,Fadiga,Bebê; recém-nascido; doenças
"0,383741332015644",62,Febre,Bebê; recém-nascido; doenças
"0,4419464750013130",3,Febre de origem desconhecida,Bebê; recém-nascido; doenças
"0,62757345185658300",2,Flatulência,Bebê; recém-nascido; doenças
"0,19859821634057200",2,Fraqueza muscular,Bebê; recém-nascido; doenças
"0,8920138444056310",6,Ganho de peso,Bebê; recém-nascido; doenças
"0,6257585183409890",3,Hematemesis,Bebê; recém-nascido; doenças
"0,2589264725784030",2,Hemiplegia,Bebê; recém-nascido; doenças
"0,28835216070987200",1,Hemoglobinúria,Bebê; recém-nascido; doenças
"0,509122309061075",3,Hemoptise,Bebê; recém-nascido; doenças
"0,9364001010090420",4,Hidropisia fetal,Bebê; recém-nascido; doenças
"0,12606766523719400",5,Hipentilação,Bebê; recém-nascido; doenças
"0,23941100778365500",1,Hiperalgesia,Bebê; recém-nascido; doenças
"0,18998854397285700",9,Hipercapnia,Bebê; recém-nascido; doenças
"0,11705001262613000",5,Hipercinesia,Bebê; recém-nascido; doenças
"0,2875082738452860",1,Hiperemesesis grávida,Bebê; recém-nascido; doenças
"0,2694864231855680",1,Hiperestesia,Bebê; recém-nascido; doenças
"0,3358250327413870",2,Hipergamglobulinemia,Bebê; recém-nascido; doenças
"0,29491907106065800",1,Hiperóxia,Bebê; recém-nascido; doenças
"0,7402100638312280",5,Hipertonia muscular,Bebê; recém-nascido; doenças
"0,14735911026684200",7,Hiperventilação,Bebê; recém-nascido; doenças
"0,7003570375429750",36,Hipotermia,Bebê; recém-nascido; doenças
"0,56321378579996300",34,Hipotonia muscular,Bebê; recém-nascido; doenças
"0,14491394120402200",53,Hipóxia fetal,Bebê; recém-nascido; doenças
"0,26184811877140400",18,Icterícia,Bebê; recém-nascido; doenças
"0,27839184876169300",3,Inconsciência,Bebê; recém-nascido; doenças
"0,16175293416348600",1,Incontinência urinária,Bebê; recém-nascido; doenças
"0,34953231482047200",1,Letargia,Bebê; recém-nascido; doenças
"0,20020308708168400",6,Macrossomia fetal,Bebê; recém-nascido; doenças
"0,6735929399117130",11,Manifestações de pele,Bebê; recém-nascido; doenças
"0,32173050060653800",46,Manifestações neurológicas,Bebê; recém-nascido; doenças
"0,13570892765059400",9,Manifestações oculares,Bebê; recém-nascido; doenças
"0,1775070869430330",10,Mioclonia,Bebê; recém-nascido; doenças
"0,34162592224924100",3,Náusea,Bebê; recém-nascido; doenças
"0,20813841290891700",25,Obesidade,Bebê; recém-nascido; doenças
"0,13070060676132900",5,Oligúria,Bebê; recém-nascido; doenças
"0,39895418075492400",3,Ophthalmoplegia,Bebê; recém-nascido; doenças
"0,3535169056751920",1,Palidez,Bebê; recém-nascido; doenças
"0,16956498211899600",35,Paralisia,Bebê; recém-nascido; doenças
"0,7951118173807840",4,Paralisia do cordão vocal,Bebê; recém-nascido; doenças
"0,1899935676282640",14,Paralisia facial,Bebê; recém-nascido; doenças
"0,22404782318767900",9,Paralisia respiratória,Bebê; recém-nascido; doenças
"0,7664875701994590",6,Paraplegia,Bebê; recém-nascido; doenças
"0,2575471567665910",2,Paresia,Bebê; recém-nascido; doenças
"0,5624853812359800",7,Perda de audição,Bebê; recém-nascido; doenças
"0,8119145541137110",577,Peso ao nascer,Bebê; recém-nascido; doenças
"0,3910061457450320",114,Peso corporal,Bebê; recém-nascido; doenças
"0,2575912288994320",1,Privação de sono,Bebê; recém-nascido; doenças
"0,14987733282402600",12,Proteinúria,Bebê; recém-nascido; doenças
"0,58637684339272100",4,Prurido,Bebê; recém-nascido; doenças
"0,850574884743307",8,púrpura,Bebê; recém-nascido; doenças
"0,10953117355949100",8,Quisriplegia,Bebê; recém-nascido; doenças
"0,36378232108120000",1,Respiração Cheyne-Stokes,Bebê; recém-nascido; doenças
"0,9688279519578040",107,Retardo mental,Bebê; recém-nascido; doenças
"0,24019328035177600",1,Rigidez muscular,Bebê; recém-nascido; doenças
"0,22161269226411900",1,Rouquidão,Bebê; recém-nascido; doenças
"0,14908914275297500",1,Síncope,Bebê; recém-nascido; doenças
"0,73678286360245400",2,Síndrome de Waterhouse-Friderichsen,Bebê; recém-nascido; doenças
"0,7765354914741170",30,Sofrimento fetal,Bebê; recém-nascido; doenças
"0,5907451731543950",2,Soluço,Bebê; recém-nascido; doenças
"0,11474885297898800",7,Sons respiratórios,Bebê; recém-nascido; doenças
"0,16543919920060000",7,Sopros cardíacos,Bebê; recém-nascido; doenças
"0,6388341247923750",52,Surdez,Bebê; recém-nascido; doenças
"0,10001068026602700",42,Tetany,Bebê; recém-nascido; doenças
"0,5341199219712110",2,Thinness,Bebê; recém-nascido; doenças
"0,17239927381195700",8,Torcicolo,Bebê; recém-nascido; doenças
"0,52589166043853200",4,Tosse,Bebê; recém-nascido; doenças
"0,20872233441939000",12,Tremor,Bebê; recém-nascido; doenças
"0,8908223972693550",4,Virilismo,Bebê; recém-nascido; doenças
"0,42175633271269300",50,Vomitando,Bebê; recém-nascido; doenças
"0,18252606139541800",1,Anorexia,Carcinoma; ductal; mama
"0,10019885717074700",1,Anóxia,Carcinoma; ductal; mama
"0,1593915493526550",1,Constipação,Carcinoma; ductal; mama
"0,27695643932469300",3,Diarréia,Carcinoma; ductal; mama
"0,16441652988834700",1,Diplopia,Carcinoma; ductal; mama
"0,6634894318679090",1,Distúrbios da visão,Carcinoma; ductal; mama
"0,16469335431537000",5,Dor,Carcinoma; ductal; mama
"0,8484836781474070",1,Dor abdominal,Carcinoma; ductal; mama
"0,8845642547118900",1,Dor de cabeça,Carcinoma; ductal; mama
