TFIDF score,PubMed occurrence,MeSH (Medical Subject Headings) Symptom Term Concatenado,MeSH (Medical Subject Headings) Disease Term
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Eritroblastose; fetal
"0,5801683364870940",3,Púrpura; trombocitopênico; idiopático,Esforocitose; hereditária
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Feridas; não-detratando
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Fraturas; abertas
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Fraturas; não unidas
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Gastrite; hipertrófica
"0,77355778198279200",4,Púrpura; trombocitopênico; idiopático,Glomerulonefrite; IgA
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Glomerulonefrite; membranoproliferativo
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Glomerulonefrite; membranosa
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Granuloma; célula plasmática
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Granuloma; trato respiratório
"0,13537261184698800",7,Púrpura; trombocitopênico; idiopático,Hematoma; subdural
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Hemoglobinúria; paroxística
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Hemorragia cerebral; traumática
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Hepatite B; crônica
"0,425456780090536",22,Púrpura; trombocitopênico; idiopático,Hepatite C; crônica
"0,23206733459483700",12,Púrpura; trombocitopênico; idiopático,Hepatite; autoimune
"0,5801683364870940",3,Púrpura; trombocitopênico; idiopático,Hepatite; crônica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Hipertensão; portal
"0,5801683364870940",3,Púrpura; trombocitopênico; idiopático,Hipertensão; pulmonar
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Histiocitose; célula de Langerhans
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Histiocitose; célula não-libertadora
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Histiocitose; seio
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Infecções oculares; bacterianas
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Infecções oculares; virais
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Infecções por adenovírus; humano
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Infertilidade; mulher
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Influenza; humano
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Insuficiência hepática; aguda
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Insuficiência renal; crônica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Leishmaniose; visceral
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Leucemia; célula peluda
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Leucemia; grande linfocítica granular
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Leucemia; mielóide
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Lichen Planus; oral
"0,77355778198279200",4,Púrpura; trombocitopênico; idiopático,Linfoma; células T.
"0,5801683364870940",3,Púrpura; trombocitopênico; idiopático,Linfoma; células B.
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Linfoma; células do manto
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Linfoma; folicular
"0,23206733459483700",12,Púrpura; trombocitopênico; idiopático,Linfoma; não-Hodgkin
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Lúpus eritematoso; cutâneo
"0,8895914492802110",46,Púrpura; trombocitopênico; idiopático,Lúpus erytematoso; sistêmico
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Malária; falciparum
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Malária; vivax
"0,15471155639655800",8,Púrpura; trombocitopênico; idiopático,Meningite; asséptica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Meningite; bacteriana
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Meningite; pneumocócica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Miosite; corpo de inclusão
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Necrólise epidérmica; tóxica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Nefrite; intersticial
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Neoplasias de mama; homem
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Neoplasias; segundo primário
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Neuropatia óptica; isquêmica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Obesidade; mórbida
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Ophthalmoplegia; externo progressivo crônico
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Pancreatite; crônica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Pênfigóide; bolhoso
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Perda auditiva; bilateral
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Pneumonia; micoplasma
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Pneumonia; pneumocystis
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Poliondocinopatias; autoimunes
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Polirradiculoneuropatia; desmielinização inflamatória crônica
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Púrpura; Schoenlein-Henoch
"0,11603366729741800",6,Púrpura; trombocitopênico; idiopático,Púrpura; trombocitopênico
"0,6575241146853730",34,Púrpura; trombocitopênico; idiopático,Púrpura; trombocitopênico trombótico
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Recorrência da neoplasia; local
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Sarcoidose; pulmonar
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Sarcoma; Kaposi
"0,77355778198279200",4,Púrpura; trombocitopênico; idiopático,Scleroderma; difuso
"0,5801683364870940",3,Púrpura; trombocitopênico; idiopático,Scleroderma; sistêmico
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Síndrome da imunodeficiência hiper-IGM; tipo 1 tipo 1
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Síndrome da necrose da retina; aguda
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Síndrome de desconforto respiratório; adulto
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Telangiectasia; hemorrágica hereditária
"0,9669472274784900",5,Púrpura; trombocitopênico; idiopático,Tireoidite; autoimune
"0,9669472274784900",5,Púrpura; trombocitopênico; idiopático,Trombocitemia; essencial
"0,11603366729741800",6,Púrpura; trombocitopênico; idiopático,Trombocitopenia; aloimune neonatal
"0,38677889099139600",2,Púrpura; trombocitopênico; idiopático,Trombose sinusal; intracraniana
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Tuberculose; cutânea
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Tuberculose; espinhal
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Tuberculose; gastrointestinal
"0,77355778198279200",4,Púrpura; trombocitopênico; idiopático,Tuberculose; linfonodo
"0,19338944549569800",1,Púrpura; trombocitopênico; idiopático,Tuberculose; miliary
"0,11603366729741800",6,Púrpura; trombocitopênico; idiopático,Tuberculose; pulmonar
"0,14376001304795200",1,Abdômen; agudo,Anemia; hemolítica; autoimune
"0,22425601797093500",1,Angina; instável,Anemia; hemolítica; autoimune
"0,32659490471398700",1,Baú da angina; varia,Anemia; hemolítica; autoimune
"0,21427956495556400",1,Débito cardíaco; baixo,Anemia; hemolítica; autoimune
"0,19929833713269800",1,Dor; intratável,Anemia; hemolítica; autoimune
"0,15139489069904500",107,Púrpura; trombocitopênico,Anemia; hemolítica; autoimune
"0,3494461772943510",16,Púrpura; trombocitopênico trombótico,Anemia; hemolítica; autoimune
"0,28298110411036600",2,Púrpura; trombocitopênico,Anemia; hemolítica; congênita
"0,6552115824269090",3,Púrpura; trombocitopênico trombótico,Anemia; hemolítica; congênita
"0,6221822898588770",2,Afasia; Broca,Artéria carótida; interna; dissecção
"0,34953231482047200",1,Afasia; Wernicke,Artéria carótida; interna; dissecção
"0,4658473958010400",1,Alexia; pura,Artéria carótida; interna; dissecção
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Artéria carótida; interna; dissecção
"0,22674202170287400",1,Perda auditiva; condutor,Artéria carótida; interna; dissecção
"0,14071309430047",1,Reflexo; anormal,Artéria carótida; interna; dissecção
"0,31825674382008200",1,Síncope; Vasovagal,Artéria carótida; interna; dissecção
"0,4512087060093280",2,Visão; baixa,Artéria carótida; interna; dissecção
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Atrofia óptica; hereditária; Leber
"0,17529399523745600",1,Obesidade; mórbida,Atrofia óptica; hereditária; Leber
"0,36468730463319200",1,Ophthalmoplegia; externo progressivo crônico,Atrofia óptica; hereditária; Leber
"0,31712036795505000",1,Paraparesia; espástica,Atrofia óptica; hereditária; Leber
"0,22117885210425900",1,Perda auditiva; bilateral,Atrofia óptica; hereditária; Leber
"0,22674202170287400",1,Perda auditiva; condutor,Atrofia óptica; hereditária; Leber
"0,12148558604642900",1,Perda auditiva; neurinhaural,Atrofia óptica; hereditária; Leber
"0,20304391770419700",9,Visão; baixa,Atrofia óptica; hereditária; Leber
"0,14376001304795200",1,Abdômen; agudo,Bebê; prematuro; doenças
"0,2944676030252050",1,Cegueira; cortical,Bebê; prematuro; doenças
"0,1499956954688950",7,Débito cardíaco; baixo,Bebê; prematuro; doenças
"0,5703113305051470",25,Diarréia; infantil,Bebê; prematuro; doenças
"0,35190396748220300",1,Edema; cardíaco,Bebê; prematuro; doenças
"0,3105606397064690",1,Perda auditiva; alta frequência,Bebê; prematuro; doenças
"0,9760809633952720",3,Perda auditiva; central,Bebê; prematuro; doenças
"0,15871941519201200",7,Perda auditiva; condutor,Bebê; prematuro; doenças
"0,4253008849902230",1,Perda auditiva; funcional,Bebê; prematuro; doenças
"0,159703090881328",5,Perda auditiva; induzida por ruído,Bebê; prematuro; doenças
"0,3401596409300020",28,Perda auditiva; neurinhaural,Bebê; prematuro; doenças
"0,9991072103722700",5,Púrpura; Schoenlein-Henoch,Bebê; prematuro; doenças
"0,14149055205518300",1,Púrpura; trombocitopênico,Bebê; prematuro; doenças
"0,21106964145070500",15,Reflexo; anormal,Bebê; prematuro; doenças
"0,31825674382008200",1,Síncope; Vasovagal,Bebê; prematuro; doenças
"0,25876802348631500",18,Abdômen; agudo,Bebê; recém-nascido; doenças
"0,31109114492943800",1,Akithia; induzida por drogas,Bebê; recém-nascido; doenças
"0,14547799898926500",7,Bexiga urinária; neurogênica,Bebê; recém-nascido; doenças
"0,21427956495556400",1,Débito cardíaco; baixo,Bebê; recém-nascido; doenças
"0,1984683430157910",87,Diarréia; infantil,Bebê; recém-nascido; doenças
"0,19929833713269800",1,Dor; intratável,Bebê; recém-nascido; doenças
"0,16778553222664500",1,Dor; pós-operatório,Bebê; recém-nascido; doenças
"0,24980286321774700",1,Icterícia; obstrutiva,Bebê; recém-nascido; doenças
"0,9316819191194080",3,Perda auditiva; alta frequência,Bebê; recém-nascido; doenças
"0,6507206422635150",2,Perda auditiva; central,Bebê; recém-nascido; doenças
"0,319406181762656",1,Perda auditiva; induzida por ruído,Bebê; recém-nascido; doenças
"0,17007982046500100",14,Perda auditiva; neurinhaural,Bebê; recém-nascido; doenças
"0,6933037050703960",49,Púrpura; trombocitopênico,Bebê; recém-nascido; doenças
"0,10920193040448400",5,Púrpura; trombocitopênico trombótico,Bebê; recém-nascido; doenças
"0,21106964145070500",15,Reflexo; anormal,Bebê; recém-nascido; doenças
"0,22560435300466400",1,Visão; baixa,Bebê; recém-nascido; doenças
"0,14376001304795200",1,Abdômen; agudo,Carcinoma; ductal; mama
"0,39859667426539700",2,Dor; intratável,Carcinoma; ductal; mama
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Carcinoma; ductal; mama
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Carcinoma; ductal; mama
"0,21427956495556400",1,Débito cardíaco; baixo,Cardiomiopatia; hipertrófica; familiar
"0,31825674382008200",1,Síncope; Vasovagal,Cardiomiopatia; hipertrófica; familiar
"0,15554557246471900",5,Afasia; Broca,Delírio; demência; amnésico; distúrbios cognitivos
"0,17476615741023600",5,Afasia; Wernicke,Delírio; demência; amnésico; distúrbios cognitivos
"0,6221822898588770",2,Akithia; induzida por drogas,Delírio; demência; amnésico; distúrbios cognitivos
"0,3738452873920780",11,Amnésia; retrógrada,Delírio; demência; amnésico; distúrbios cognitivos
"0,22425601797093500",1,Angina; instável,Delírio; demência; amnésico; distúrbios cognitivos
"0,20782571284180700",1,Bexiga urinária; neurogênica,Delírio; demência; amnésico; distúrbios cognitivos
"0,2463327772375420",7,Dislexia; adquirida,Delírio; demência; amnésico; distúrbios cognitivos
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Delírio; demência; amnésico; distúrbios cognitivos
"0,15170737165412700",5,Paralisia supranuclear; progressiva,Delírio; demência; amnésico; distúrbios cognitivos
"0,6507206422635150",2,Perda auditiva; central,Delírio; demência; amnésico; distúrbios cognitivos
"0,22674202170287400",1,Perda auditiva; condutor,Delírio; demência; amnésico; distúrbios cognitivos
"0,319406181762656",1,Perda auditiva; induzida por ruído,Delírio; demência; amnésico; distúrbios cognitivos
"0,36445675813928800",3,Perda auditiva; neurinhaural,Delírio; demência; amnésico; distúrbios cognitivos
"0,873615443235879",4,Púrpura; trombocitopênico trombótico,Delírio; demência; amnésico; distúrbios cognitivos
"0,14071309430047000",10,Reflexo; anormal,Delírio; demência; amnésico; distúrbios cognitivos
"0,22560435300466400",1,Visão; baixa,Delírio; demência; amnésico; distúrbios cognitivos
"0,24297117209285800",2,Perda auditiva; neurinhaural,Disgenesia gonadal; 46; xx
"0,33985935217461700",1,Amnésia; retrógrada,Distúrbios do estresse; traumáticos; agudos
"0,14071309430047",1,Reflexo; anormal,Doenças cerebrais; metabólicas; inatos
"0,3543332367391080",1,Bexiga urinária; hiperativa,Encefalomielite; autoimune; experimental
"0,4156514256836150",2,Bexiga urinária; neurogênica,Encefalomielite; autoimune; experimental
"0,31712036795505000",1,Paraparesia; espástica,Encefalomielite; autoimune; experimental
"0,12148558604642900",1,Perda auditiva; neurinhaural,Encefalomielite; autoimune; experimental
"0,42213928290141",3,Reflexo; anormal,Encefalomielite; autoimune; experimental
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Epilepsia; parcial; motor
"0,2281245322020590",1,Diarréia; infantil,Gastroenterite; transmissível; de suínos
"0,4156514256836150",2,Bexiga urinária; neurogênica,Hematoma; peridural; craniano
"0,2944676030252050",1,Cegueira; cortical,Hematoma; peridural; craniano
"0,2281245322020590",1,Diarréia; infantil,Hematoma; peridural; craniano
"0,10067131933598700",6,Dor; pós-operatório,Hematoma; peridural; craniano
"0,12148558604642900",1,Perda auditiva; neurinhaural,Hematoma; peridural; craniano
"0,56285237720188",4,Reflexo; anormal,Hematoma; peridural; craniano
"0,10391285642090300",5,Bexiga urinária; neurogênica,Hematoma; peridural; espinhal
"0,39859667426539700",2,Dor; intratável,Hematoma; peridural; espinhal
"0,8389276611332290",5,Dor; pós-operatório,Hematoma; peridural; espinhal
"0,14071309430047",1,Reflexo; anormal,Hematoma; peridural; espinhal
"0,25853020293441600",1,Perda auditiva; repentina,Hematoma; subdural; crônico
"0,31825674382008200",1,Síncope; Vasovagal,Hematoma; subdural; crônico
"0,20782571284180700",1,Bexiga urinária; neurogênica,Hematoma; subdural; espinhal
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Hematoma; subdural; espinhal
"0,2944676030252050",1,Cegueira; cortical,Hematoma; subdural; intracraniano
"0,2875200260959050",2,Abdômen; agudo,Hepatite; viral; humana
"0,2281245322020590",1,Diarréia; infantil,Hepatite; viral; humana
"0,24980286321774700",1,Icterícia; obstrutiva,Hepatite; viral; humana
"0,12148558604642900",1,Perda auditiva; neurinhaural,Hepatite; viral; humana
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Hepatite; viral; humana
"0,14149055205518300",1,Púrpura; trombocitopênico,Hepatite; viral; humana
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Hepatite; viral; humana
"0,8625600782877170",6,Abdômen; agudo,Hérnia; diafragmática; traumática
"0,3752233561989740",1,Dispnéia; paroxística,Hérnia; diafragmática; traumática
"0,22674202170287400",1,Perda auditiva; condutor,Hiperostose; cortical; congênita
"0,14376001304795200",1,Abdômen; agudo,Keratoderm; palmopoltar; difuso
"0,14376001304795200",1,Abdômen; agudo,Leucemia; eritroblástica; aguda
"0,14149055205518300",1,Púrpura; trombocitopênico,Leucemia; eritroblástica; aguda
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Leucemia; eritroblástica; aguda
"0,2875200260959050",2,Abdômen; agudo,Leucemia; linfocítica; crônica; células B
"0,22425601797093500",1,Angina; instável,Leucemia; linfocítica; crônica; células B
"0,1744765519935000",1,Distúrbios da marcha; neurológicos,Leucemia; linfocítica; crônica; células B
"0,16778553222664500",1,Dor; pós-operatório,Leucemia; linfocítica; crônica; células B
"0,24297117209285800",2,Perda auditiva; neurinhaural,Leucemia; linfocítica; crônica; células B
"0,25853020293441600",1,Perda auditiva; repentina,Leucemia; linfocítica; crônica; células B
"0,19982144207445400",1,Púrpura; Schoenlein-Henoch,Leucemia; linfocítica; crônica; células B
"0,42447165616554900",3,Púrpura; trombocitopênico,Leucemia; linfocítica; crônica; células B
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Leucemia; linfocítica; crônica; células B
"0,28142618860094",2,Reflexo; anormal,Leucemia; linfocítica; crônica; células B
"0,4512087060093280",2,Visão; baixa,Leucemia; linfocítica; crônica; células B
"0,14149055205518300",1,Púrpura; trombocitopênico,Leucemia; megakaryoblástica; aguda
"0,22425601797093500",1,Angina; instável,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,5889352060504110",2,Cegueira; cortical,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,24980286321774700",1,Icterícia; obstrutiva,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,17529399523745600",1,Obesidade; mórbida,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,8847154084170390",4,Perda auditiva; bilateral,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,4253008849902230",1,Perda auditiva; funcional,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,4859423441857170",4,Perda auditiva; neurinhaural,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,10341208117376600",4,Perda auditiva; repentina,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,3585179477326580",1,Perda auditiva; unilateral,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,10920193040448400",5,Púrpura; trombocitopênico trombótico,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,4512087060093280",2,Visão; baixa,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
"0,10063200913356600",7,Abdômen; agudo,Leucemia; mielóide; aguda
"0,22425601797093500",1,Angina; instável,Leucemia; mielóide; aguda
"0,20782571284180700",1,Bexiga urinária; neurogênica,Leucemia; mielóide; aguda
"0,21427956495556400",1,Débito cardíaco; baixo,Leucemia; mielóide; aguda
"0,19929833713269800",1,Dor; intratável,Leucemia; mielóide; aguda
"0,7494085896532430",3,Icterícia; obstrutiva,Leucemia; mielóide; aguda
"0,17529399523745600",1,Obesidade; mórbida,Leucemia; mielóide; aguda
"0,3105606397064690",1,Perda auditiva; alta frequência,Leucemia; mielóide; aguda
"0,12148558604642900",1,Perda auditiva; neurinhaural,Leucemia; mielóide; aguda
"0,36745245776624300",1,Púrpura; hiperglobulinêmico,Leucemia; mielóide; aguda
"0,11319244164414600",8,Púrpura; trombocitopênico,Leucemia; mielóide; aguda
"0,22560435300466400",1,Visão; baixa,Leucemia; mielóide; aguda
"0,4540690922354010",1,Vomitando; antecipatório,Leucemia; mielóide; aguda
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Leucemia; mielóide; fase crônica
"0,12148558604642900",1,Perda auditiva; neurinhaural,Leucemia; mielomonocítica; aguda
"0,21840386080896900",1,Púrpura; trombocitopênico trombótico,Leucemia; mielomonocítica; aguda
"0,14376001304795200",1,Abdômen; agudo,Leucemia; mielomonocítica; crônica
"0,14149055205518300",1,Púrpura; trombocitopênico,Leucemia; mielomonocítica; crônica
"0,14376001304795200",1,Abdômen; agudo,Leucemia; monocítica; aguda
"0,36745245776624300",1,Púrpura; hiperglobulinêmico,Leucemia; monocítica; aguda
